Season_End_Year,Wk,Date,Home,HomeGoals,AwayGoals,Away,FTR
2024,3,2023-08-26,ManchesterUnited,3.0,2.0,,H
2024,3,2023-08-26,,1.0,3.0,WestHamUnited,A
2024,3,2023-08-26,BrightonandHoveAlbion,1.0,3.0,,A
2024,3,2023-08-26,Bournemouth,0.0,2.0,,A
2024,3,2023-08-26,,1.0,1.0,CrystalPalace,D
2024,3,2023-08-26,,0.0,1.0,WolverhamptonWanderers,A
2024,3,2023-08-26,,2.0,2.0,Fulham,D
2024,3,2023-08-26,Everton,0.0,1.0,,A
2024,3,2023-08-26,Brentford,1.0,1.0,,D
2024,3,2023-08-26,,3.0,2.0,NottinghamForest,H
2024,3,2023-08-25,Chelsea,3.0,0.0,,H
2024,3,2023-08-25,,3.0,0.0,LutonTown,H
2024,2,2023-08-21,,0.0,1.0,Arsenal,A
2024,2,2023-08-21,CrystalPalace,0.0,1.0,,A
2024,2,2023-08-20,AstonVilla,4.0,0.0,,H
2024,2,2023-08-20,,3.0,1.0,Chelsea,H
2024,2,2023-08-20,WestHamUnited,3.0,1.0,,H
2024,2,2023-08-20,,4.0,0.0,Everton,H
2024,2,2023-08-19,ManchesterCity,1.0,0.0,,H
2024,2,2023-08-19,Liverpool,3.0,1.0,,H
2024,2,2023-08-19,TottenhamHotspur,2.0,0.0,,H
2024,2,2023-08-19,,1.0,0.0,NewcastleUnited,H
2024,2,2023-08-19,,2.0,0.0,ManchesterUnited,H
2024,2,2023-08-19,,1.0,4.0,BrightonandHoveAlbion,A
2024,2,2023-08-19,,3.0,1.0,Bournemouth,H
2024,2,2023-08-19,WolverhamptonWanderers,1.0,4.0,,A
2024,2,2023-08-19,Fulham,0.0,3.0,,A
2024,2,2023-08-19,,0.0,3.0,Brentford,A
2024,2,2023-08-18,NottinghamForest,2.0,1.0,,H
2024,2,2023-08-18,,2.0,1.0,SheffieldUnited,H
2024,1,2023-08-14,ManchesterUnited,1.0,0.0,,H
2024,1,2023-08-14,,1.0,0.0,WolverhamptonWanderers,H
2024,1,2023-08-13,,1.0,1.0,Liverpool,D
2024,1,2023-08-13,,2.0,2.0,TottenhamHotspur,D
2024,1,2023-08-13,Chelsea,1.0,1.0,,D
2024,1,2023-08-13,Brentford,2.0,2.0,,D
2024,1,2023-08-12,Arsenal,2.0,1.0,,H
2024,1,2023-08-12,,5.0,1.0,AstonVilla,H
2024,1,2023-08-12,NewcastleUnited,5.0,1.0,,H
2024,1,2023-08-12,,1.0,1.0,WestHamUnited,D
2024,1,2023-08-12,BrightonandHoveAlbion,4.0,1.0,,H
2024,1,2023-08-12,Bournemouth,1.0,1.0,,D
2024,1,2023-08-12,,0.0,1.0,CrystalPalace,A
2024,1,2023-08-12,,0.0,1.0,Fulham,A
2024,1,2023-08-12,Everton,0.0,1.0,,A
2024,1,2023-08-12,,2.0,1.0,NottinghamForest,H
2024,1,2023-08-12,,4.0,1.0,LutonTown,H
2024,1,2023-08-12,SheffieldUnited,0.0,1.0,,A
2024,1,2023-08-11,,0.0,3.0,ManchesterCity,A
2024,1,2023-08-11,Burnley,0.0,3.0,,A
